Borough,2010 Census FIPS County Code,2010 DCP Borough Code,2010 Census Tract,t_pop_2010,,,,,,,
Bronx,005,2,000100,"11,091",390.27,28.4,,,,,
Bronx,005,2,000200,"4,334",112.51,38.5,,,,,
Bronx,005,2,000400,"5,503",225.46,24.4,,,,,
Bronx,005,2,001600,"5,643",119.87,47.1,,,,,
Bronx,005,2,001900,"1,917",406.16,4.7,,,,,
Bronx,005,2,002000,"8,731",97.75,89.3,,,,,
Bronx,005,2,002300,"4,933",25.83,191.0,,,,,
Bronx,005,2,002400,4,166.95,0.0,,,,,
Bronx,005,2,002500,"5,491",31.54,174.1,,,,,
Bronx,005,2,002701,"3,113",20.54,151.6,,,,,
Bronx,005,2,002702,"4,475",38.89,115.1,,,,,
Bronx,005,2,002800,"5,586",103.16,54.1,,,,,
Bronx,005,2,003100,"1,597",38.62,41.4,,,,,
Bronx,005,2,003300,"3,413",37.24,91.6,,,,,
Bronx,005,2,003500,"3,761",35.09,107.2,,,,,
Bronx,005,2,003700,245,41.42,5.9,,,,,
Bronx,005,2,003800,"1,264",15.67,80.7,,,,,
Bronx,005,2,003900,"6,475",53.43,121.2,,,,,
Bronx,005,2,004001,"1,420",30.43,46.7,,,,,
Bronx,005,2,004100,"6,127",45.65,134.2,,,,,
Bronx,005,2,004200,"7,143",119.44,59.8,,,,,
Bronx,005,2,004300,"5,056",55.7,90.8,,,,,
Bronx,005,2,004400,"4,797",65.08,73.7,,,,,
Bronx,005,2,004600,"1,555",33.41,46.5,,,,,
Bronx,005,2,004800,"3,883",36.68,105.9,,,,,
Bronx,005,2,005001,"4,767",24.19,197.1,,,,,
Bronx,005,2,005002,"5,823",28.15,206.9,,,,,
Bronx,005,2,005100,"5,810",120.91,48.1,,,,,
Bronx,005,2,005200,"2,031",45.11,45.0,,,,,
Bronx,005,2,005300,"4,669",16.6,281.3,,,,,
Bronx,005,2,005400,"5,853",49.35,118.6,,,,,
Bronx,005,2,005600,"2,711",33.65,80.6,,,,,
Bronx,005,2,005902,"2,582",17.37,148.6,,,,,
Bronx,005,2,006000,"1,129",80.91,14.0,,,,,
Bronx,005,2,006100,"3,713",59.89,62.0,,,,,
Bronx,005,2,006200,"6,585",47.68,138.1,,,,,
Bronx,005,2,006300,"5,280",253.91,20.8,,,,,
Bronx,005,2,006400,"3,967",40.61,97.7,,,,,
Bronx,005,2,006500,"5,337",64.88,82.3,,,,,
Bronx,005,2,006700,"6,984",52.49,133.1,,,,,
Bronx,005,2,006800,"2,897",38.65,75.0,,,,,
Bronx,005,2,006900,"7,564",46.45,162.8,,,,,
Bronx,005,2,007000,"4,584",50.63,90.5,,,,,
Bronx,005,2,007100,"1,907",65.26,29.2,,,,,
Bronx,005,2,007200,"5,432",52.53,103.4,,,,,
Bronx,005,2,007300,"3,893",34.63,112.4,,,,,
Bronx,005,2,007400,"3,710",46.25,80.2,,,,,
Bronx,005,2,007500,"4,869",56.3,86.5,,,,,
Bronx,005,2,007600,"5,190",53.65,96.7,,,,,
Bronx,005,2,007700,"1,927",27.88,69.1,,,,,
Bronx,005,2,007800,"6,418",75.95,84.5,,,,,
Bronx,005,2,007900,"6,733",48.91,137.7,,,,,
Bronx,005,2,008300,"6,155",52.86,116.4,,,,,
Bronx,005,2,008400,"2,374",38.74,61.3,,,,,
Bronx,005,2,008500,"5,457",44.89,121.6,,,,,
Bronx,005,2,008600,"4,176",46.37,90.1,,,,,
Bronx,005,2,008700,"5,466",52.78,103.6,,,,,
Bronx,005,2,008900,"3,177",27.07,117.4,,,,,
Bronx,005,2,009000,"3,667",239.74,15.3,,,,,
Bronx,005,2,009200,"5,017",76.26,65.8,,,,,
Bronx,005,2,009300,"6,356",568.33,11.2,,,,,
Bronx,005,2,009600,"2,594",172.76,15.0,,,,,
Bronx,005,2,009800,"5,038",127.5,39.5,,,,,
Bronx,005,2,011000,151,511.58,0.3,,,,,
Bronx,005,2,011502,"4,340",84.57,51.3,,,,,
Bronx,005,2,011700,"1,585",338.37,4.7,,,,,
Bronx,005,2,011800,"5,089",267.21,19.0,,,,,
Bronx,005,2,011900,"5,698",40.94,139.2,,,,,
Bronx,005,2,012101,"3,090",28.75,107.5,,,,,
Bronx,005,2,012102,"1,631",12.55,130.0,,,,,
Bronx,005,2,012300,"4,152",71.9,57.7,,,,,
Bronx,005,2,012500,"3,905",41.71,93.6,,,,,
Bronx,005,2,012701,"2,253",26.61,84.7,,,,,
Bronx,005,2,012901,"4,015",38.64,103.9,,,,,
Bronx,005,2,013000,"1,032",28.7,36.0,,,,,
Bronx,005,2,013100,"5,103",57.38,88.9,,,,,
Bronx,005,2,013200,"5,890",149.02,39.5,,,,,
Bronx,005,2,013300,"6,384",39.82,160.3,,,,,
Bronx,005,2,013500,"3,583",41.37,86.6,,,,,
Bronx,005,2,013800,"3,042",187.72,16.2,,,,,
Bronx,005,2,014100,"3,437",43.76,78.5,,,,,
Bronx,005,2,014300,"1,003",32.05,31.3,,,,,
Bronx,005,2,014400,"5,880",95.67,61.5,,,,,
Bronx,005,2,014500,"5,816",44.84,129.7,,,,,
Bronx,005,2,014701,"6,461",34.33,188.2,,,,,
Bronx,005,2,014702,"5,110",28.74,177.8,,,,,
Bronx,005,2,014900,"4,591",38.37,119.7,,,,,
Bronx,005,2,015100,"5,409",51.76,104.5,,,,,
Bronx,005,2,015200,"2,341",74.99,31.2,,,,,
Bronx,005,2,015300,"4,031",57.65,69.9,,,,,
Bronx,005,2,015500,"3,005",29.34,102.4,,,,,
Bronx,005,2,015700,"3,580",79.09,45.3,,,,,
Bronx,005,2,015800,"1,206",40.27,29.9,,,,,
Bronx,005,2,015900,"2,164",25.55,84.7,,,,,
Bronx,005,2,016000,"3,767",122.17,30.8,,,,,
Bronx,005,2,016100,"4,380",59.62,73.5,,,,,
Bronx,005,2,016200,"1,769",44.64,39.6,,,,,
Bronx,005,2,016300,0,145.19,0.0,,,,,
Bronx,005,2,016400,"1,141",40.56,28.1,,,,,
Bronx,005,2,016500,"1,077",46.4,23.2,,,,,
Bronx,005,2,016600,"2,166",74.57,29.0,,,,,
Bronx,005,2,016700,"2,047",51.48,39.8,,,,,
Bronx,005,2,016900,"1,663",22.96,72.4,,,,,
Bronx,005,2,017100,0,41.84,0.0,,,,,
Bronx,005,2,017300,"5,987",40.84,146.6,,,,,
Bronx,005,2,017500,"6,911",37.46,184.5,,,,,
Bronx,005,2,017701,"4,294",26.35,163.0,,,,,
Bronx,005,2,017702,"4,805",34.78,138.2,,,,,
Bronx,005,2,017901,"4,677",18.96,246.7,,,,,
Bronx,005,2,017902,"3,587",19.16,187.2,,,,,
Bronx,005,2,018101,"3,300",19.08,173.0,,,,,
Bronx,005,2,018102,"5,555",23.82,233.2,,,,,
Bronx,005,2,018301,"4,525",16.77,269.8,,,,,
Bronx,005,2,018302,"3,647",27.75,131.4,,,,,
Bronx,005,2,018400,"3,855",110.1,35.0,,,,,
Bronx,005,2,018500,"7,466",101.91,73.3,,,,,
Bronx,005,2,018900,"7,752",86.44,89.7,,,,,
Bronx,005,2,019300,"5,461",59.04,92.5,,,,,
Bronx,005,2,019400,"1,903",216.4,8.8,,,,,
Bronx,005,2,019500,"7,756",54.33,142.8,,,,,
Bronx,005,2,019700,"7,501",36.58,205.1,,,,,
Bronx,005,2,019900,"8,154",43.84,186.0,,,,,
Bronx,005,2,020000,"4,878",86.63,56.3,,,,,
Bronx,005,2,020100,"4,013",70.49,56.9,,,,,
Bronx,005,2,020200,"2,155",30.84,69.9,,,,,
Bronx,005,2,020400,"2,976",33.47,88.9,,,,,
Bronx,005,2,020501,"6,996",67.68,103.4,,,,,
Bronx,005,2,020502,"1,764",25.73,68.6,,,,,
Bronx,005,2,020601,"3,050",37.16,82.1,,,,,
Bronx,005,2,020900,"4,361",32.75,133.2,,,,,
Bronx,005,2,021001,"8,521",47.54,179.2,,,,,
Bronx,005,2,021002,"6,839",42.68,160.2,,,,,
Bronx,005,2,021100,"5,565",37.57,148.1,,,,,
Bronx,005,2,021200,"5,267",24.8,212.4,,,,,
Bronx,005,2,021301,"1,201",16.57,72.5,,,,,
Bronx,005,2,021302,"5,415",40.79,132.8,,,,,
Bronx,005,2,021501,"3,506",22.17,158.1,,,,,
Bronx,005,2,021502,"6,051",38.43,157.5,,,,,
Bronx,005,2,021601,"4,206",40.57,103.7,,,,,
Bronx,005,2,021602,"5,769",40.99,140.7,,,,,
Bronx,005,2,021700,"5,334",39.59,134.7,,,,,
Bronx,005,2,021800,"6,499",79.21,82.0,,,,,
Bronx,005,2,021900,"1,367",34.96,39.1,,,,,
Bronx,005,2,022000,"1,487",57.48,25.9,,,,,
Bronx,005,2,022101,"3,849",16.94,227.2,,,,,
Bronx,005,2,022102,"5,488",19.65,279.3,,,,,
Bronx,005,2,022200,"3,425",54.74,62.6,,,,,
Bronx,005,2,022300,"5,047",22.62,223.1,,,,,
Bronx,005,2,022401,"2,708",20.98,129.1,,,,,
Bronx,005,2,022403,"3,188",30.85,103.3,,,,,
Bronx,005,2,022404,"4,509",22.91,196.8,,,,,
Bronx,005,2,022500,"7,698",44.31,173.7,,,,,
Bronx,005,2,022701,"5,196",28.91,179.7,,,,,
Bronx,005,2,022702,"1,699",11.91,142.7,,,,,
Bronx,005,2,022703,"1,556",10.26,151.7,,,,,
Bronx,005,2,022800,"6,218",42.55,146.1,,,,,
Bronx,005,2,022901,"5,370",29.55,181.7,,,,,
Bronx,005,2,022902,"3,273",23.24,140.8,,,,,
Bronx,005,2,023000,"2,950",39.38,74.9,,,,,
Bronx,005,2,023100,"1,537",30.21,50.9,,,,,
Bronx,005,2,023200,"2,661",35.26,75.5,,,,,
Bronx,005,2,023301,"4,377",29.71,147.3,,,,,
Bronx,005,2,023302,"3,415",16.12,211.8,,,,,
Bronx,005,2,023501,"3,341",16.45,203.1,,,,,
Bronx,005,2,023502,"4,386",23.55,186.2,,,,,
Bronx,005,2,023600,"1,907",22.78,83.7,,,,,
Bronx,005,2,023702,"1,241",11.76,105.5,,,,,
Bronx,005,2,023703,"5,253",24.86,211.3,,,,,
Bronx,005,2,023704,"3,758",16.67,225.4,,,,,
Bronx,005,2,023800,"2,615",84.33,31.0,,,,,
Bronx,005,2,023900,"8,348",43.74,190.9,,,,,
Bronx,005,2,024000,"3,882",59.09,65.7,,,,,
Bronx,005,2,024100,"6,182",33.24,186.0,,,,,
Bronx,005,2,024300,"5,685",37.41,152.0,,,,,
Bronx,005,2,024400,"2,120",42.99,49.3,,,,,
Bronx,005,2,024501,"4,864",27.49,176.9,,,,,
Bronx,005,2,024502,"3,640",24.84,146.5,,,,,
Bronx,005,2,024600,"2,058",37.67,54.6,,,,,
Bronx,005,2,024700,"1,764",34.6,51.0,,,,,
Bronx,005,2,024800,"3,363",68.67,49.0,,,,,
Bronx,005,2,024900,0,42.93,0.0,,,,,
Bronx,005,2,025000,"2,383",44.9,53.1,,,,,
Bronx,005,2,025100,"6,802",51.41,132.3,,,,,
Bronx,005,2,025200,"2,530",47.13,53.7,,,,,
Bronx,005,2,025300,"6,332",31.03,204.1,,,,,
Bronx,005,2,025400,"1,959",41.99,46.7,,,,,
Bronx,005,2,025500,"6,529",43.09,151.5,,,,,
Bronx,005,2,025600,"1,663",46.77,35.6,,,,,
Bronx,005,2,025700,"1,912",38.87,49.2,,,,,
Bronx,005,2,026100,"1,932",42.85,45.1,,,,,
Bronx,005,2,026300,"6,984",39.26,177.9,,,,,
Bronx,005,2,026400,"4,935",105.2,46.9,,,,,
Bronx,005,2,026500,"6,942",49.4,140.5,,,,,
Bronx,005,2,026601,"2,911",41.6,70.0,,,,,
Bronx,005,2,026602,"5,301",75.41,70.3,,,,,
Bronx,005,2,026701,"4,037",17.64,228.9,,,,,
Bronx,005,2,026702,"7,040",40.91,172.1,,,,,
Bronx,005,2,026900,"3,777",95.23,39.7,,,,,
Bronx,005,2,027300,"7,942",52.69,150.7,,,,,
Bronx,005,2,027401,"4,785",173.96,27.5,,,,,
Bronx,005,2,027402,"3,386",120.26,28.2,,,,,
Bronx,005,2,027600,473,377.06,1.3,,,,,
Bronx,005,2,027700,"5,065",42.48,119.2,,,,,
Bronx,005,2,027900,"6,966",65.42,106.5,,,,,
Bronx,005,2,028100,"3,794",31.84,119.2,,,,,
Bronx,005,2,028300,"3,149",58.72,53.6,,,,,
Bronx,005,2,028400,894,275.85,3.2,,,,,
Bronx,005,2,028500,"3,307",65.67,50.4,,,,,
Bronx,005,2,028600,"1,191",47.4,25.1,,,,,
Bronx,005,2,028700,"3,178",38.38,82.8,,,,,
Bronx,005,2,028800,"3,097",82.92,37.3,,,,,
Bronx,005,2,028900,"4,502",49,91.9,,,,,
Bronx,005,2,029301,"1,875",71.61,26.2,,,,,
Bronx,005,2,029302,"5,052",104.86,48.2,,,,,
Bronx,005,2,029500,"4,240",57.57,73.6,,,,,
Bronx,005,2,029600,"2,549",179.62,14.2,,,,,
Bronx,005,2,029700,"3,554",59.47,59.8,,,,,
Bronx,005,2,030000,"5,838",102.65,56.9,,,,,
Bronx,005,2,030100,"1,304",35.65,36.6,,,,,
Bronx,005,2,030200,"8,887",109.66,81.0,,,,,
Bronx,005,2,030701,"5,378",96.44,55.8,,,,,
Bronx,005,2,030900,"3,891",339.45,11.5,,,,,
Bronx,005,2,031000,"4,415",156.39,28.2,,,,,
Bronx,005,2,031200,"1,524",50.17,30.4,,,,,
Bronx,005,2,031400,"1,966",51.95,37.8,,,,,
Bronx,005,2,031600,"1,863",43.78,42.6,,,,,
Bronx,005,2,031800,"1,810",44.08,41.1,,,,,
Bronx,005,2,031900,751,52.65,14.3,,,,,
Bronx,005,2,032300,"4,904",136.63,35.9,,,,,
Bronx,005,2,032400,"2,957",66.32,44.6,,,,,
Bronx,005,2,032600,"3,154",81.84,38.5,,,,,
Bronx,005,2,032800,"3,979",50.57,78.7,,,,,
Bronx,005,2,033000,"5,696",50.94,111.8,,,,,
Bronx,005,2,033201,"4,115",28.18,146.0,,,,,
Bronx,005,2,033202,"4,167",28.47,146.4,,,,,
Bronx,005,2,033400,"1,351",750.44,1.8,,,,,
Bronx,005,2,033500,"2,178",171.32,12.7,,,,,
Bronx,005,2,033600,"6,188",45.57,135.8,,,,,
Bronx,005,2,033700,"2,357",106.92,22.0,,,,,
Bronx,005,2,033800,"3,818",39.88,95.7,,,,,
Bronx,005,2,034000,"4,618",39.12,118.0,,,,,
Bronx,005,2,034200,"1,675",38.75,43.2,,,,,
Bronx,005,2,034300,"1,649",29.99,55.0,,,,,
Bronx,005,2,034400,"1,736",38.8,44.7,,,,,
Bronx,005,2,034500,"3,566",67.17,53.1,,,,,
Bronx,005,2,034800,"6,129",108.1,56.7,,,,,
Bronx,005,2,035000,"1,925",47.35,40.7,,,,,
Bronx,005,2,035100,"3,186",139.1,22.9,,,,,
Bronx,005,2,035600,"2,027",98.73,20.5,,,,,
Bronx,005,2,035800,"7,166",161.34,44.4,,,,,
Bronx,005,2,035900,"2,061",31.16,66.1,,,,,
Bronx,005,2,036000,"2,706",65.77,41.1,,,,,
Bronx,005,2,036100,"6,019",40.11,150.1,,,,,
Bronx,005,2,036300,"7,509",55.11,136.3,,,,,
Bronx,005,2,036400,"2,557",49.97,51.2,,,,,
Bronx,005,2,036501,"3,965",23.3,170.2,,,,,
Bronx,005,2,036502,"2,423",24.26,99.9,,,,,
Bronx,005,2,036700,"2,599",22.93,113.3,,,,,
Bronx,005,2,036800,"2,011",41.89,48.0,,,,,
Bronx,005,2,036901,"2,005",23.16,86.6,,,,,
Bronx,005,2,036902,"2,119",16.86,125.7,,,,,
Bronx,005,2,037000,"2,303",39.26,58.7,,,,,
Bronx,005,2,037100,"4,241",48.97,86.6,,,,,
Bronx,005,2,037200,"2,222",46.09,48.2,,,,,
Bronx,005,2,037300,"5,318",42.86,124.1,,,,,
Bronx,005,2,037400,"3,441",41.28,83.4,,,,,
Bronx,005,2,037504,"3,677",59.13,62.2,,,,,
Bronx,005,2,037600,"2,148",31.22,68.8,,,,,
Bronx,005,2,037800,"3,048",32.08,95.0,,,,,
Bronx,005,2,037900,"5,093",47.51,107.2,,,,,
Bronx,005,2,038000,"4,585",53.2,86.2,,,,,
Bronx,005,2,038100,"6,382",36.86,173.1,,,,,
Bronx,005,2,038200,"2,596",38.78,66.9,,,,,
Bronx,005,2,038301,"4,797",23.5,204.1,,,,,
Bronx,005,2,038302,"6,106",35.86,170.3,,,,,
Bronx,005,2,038500,"4,758",47.19,100.8,,,,,
Bronx,005,2,038600,"7,409",101.2,73.2,,,,,
Bronx,005,2,038700,"3,216",45.28,71.0,,,,,
Bronx,005,2,038800,"2,606",36.73,71.0,,,,,
Bronx,005,2,038900,"5,325",42.91,124.1,,,,,
Bronx,005,2,039000,"2,975",44.89,66.3,,,,,
Bronx,005,2,039100,"6,992",51,137.1,,,,,
Bronx,005,2,039200,"1,781",23.76,75.0,,,,,
Bronx,005,2,039300,"8,143",45.1,180.6,,,,,
Bronx,005,2,039400,"4,573",35.88,127.5,,,,,
Bronx,005,2,039500,"4,146",101.32,40.9,,,,,
Bronx,005,2,039600,"3,756",55.16,68.1,,,,,
Bronx,005,2,039700,"3,702",129.05,28.7,,,,,
Bronx,005,2,039800,"3,090",49.88,61.9,,,,,
Bronx,005,2,039901,"5,228",37.81,138.3,,,,,
Bronx,005,2,039902,"5,279",30.31,174.2,,,,,
Bronx,005,2,040100,"4,593",42.11,109.1,,,,,
Bronx,005,2,040302,"4,386",15.51,282.8,,,,,
Bronx,005,2,040303,"4,478",21.47,208.6,,,,,
Bronx,005,2,040304,"3,794",16.64,228.0,,,,,
Bronx,005,2,040400,"3,016",53.2,56.7,,,,,
Bronx,005,2,040501,"4,397",20.05,219.3,,,,,
Bronx,005,2,040502,"6,863",34.9,196.6,,,,,
Bronx,005,2,040600,"3,490",55.19,63.2,,,,,
Bronx,005,2,040701,"3,347",14.39,232.6,,,,,
Bronx,005,2,040702,"6,652",44.94,148.0,,,,,
Bronx,005,2,040800,"4,263",31.13,136.9,,,,,
Bronx,005,2,040900,"3,637",203.28,17.9,,,,,
Bronx,005,2,041100,"2,931",29.84,98.2,,,,,
Bronx,005,2,041300,"7,384",42.94,172.0,,,,,
Bronx,005,2,041400,"5,027",129.23,38.9,,,,,
Bronx,005,2,041500,"5,461",33.64,162.3,,,,,
Bronx,005,2,041800,"3,598",66.51,54.1,,,,,
Bronx,005,2,041900,"6,734",80.78,83.4,,,,,
Bronx,005,2,042000,"3,850",37.19,103.5,,,,,
Bronx,005,2,042100,"5,922",61.48,96.3,,,,,
Bronx,005,2,042200,"3,086",43.1,71.6,,,,,
Bronx,005,2,042300,"4,100",44.77,91.6,,,,,
Bronx,005,2,042400,"2,481",43.33,57.3,,,,,
Bronx,005,2,042500,"6,793",71.86,94.5,,,,,
Bronx,005,2,042600,"6,387",125.43,50.9,,,,,
Bronx,005,2,042800,"2,173",41.81,52.0,,,,,
Bronx,005,2,042901,"3,420",25.27,135.3,,,,,
Bronx,005,2,042902,"3,845",23.78,161.7,,,,,
Bronx,005,2,043000,"2,898",50.94,56.9,,,,,
Bronx,005,2,043100,"9,680",52.99,182.7,,,,,
Bronx,005,2,043400,"3,592",86.66,41.4,,,,,
Bronx,005,2,043500,39,1662.72,0.0,,,,,
Bronx,005,2,043600,"2,032",38.22,53.2,,,,,
Bronx,005,2,044200,"3,555",59.04,60.2,,,,,
Bronx,005,2,044400,"3,878",90.21,43.0,,,,,
Bronx,005,2,044800,"2,026",41.54,48.8,,,,,
Bronx,005,2,044901,"1,818",39.08,46.5,,,,,
Bronx,005,2,044902,"1,949",38.72,50.3,,,,,
Bronx,005,2,045101,"1,656",43.23,38.3,,,,,
Bronx,005,2,045102,"1,894",51.15,37.0,,,,,
Bronx,005,2,045600,"2,896",203.72,14.2,,,,,
Bronx,005,2,045800,"6,123",59.23,103.4,,,,,
Bronx,005,2,046000,"2,741",71.12,38.5,,,,,
Bronx,005,2,046201,"26,588",513.95,51.7,,,,,
Bronx,005,2,046202,"8,277",233.94,35.4,,,,,
Bronx,005,2,048400,"3,598",172.77,20.8,,,,,
Bronx,005,2,050400,39,1786.15,0.0,,,,,
Bronx,005,2,051600,"4,362",403.57,10.8,,,,,
Brooklyn,047,3,000100,"4,338",55.21,78.6,,,,,
Brooklyn,047,3,000200,"1,470",71.94,20.4,,,,,
Brooklyn,047,3,000301,"4,259",53.11,80.2,,,,,
Brooklyn,047,3,000501,"4,247",20.69,205.3,,,,,
Brooklyn,047,3,000502,"2,512",23.92,105.0,,,,,
Brooklyn,047,3,000700,"3,359",43.04,78.0,,,,,
Brooklyn,047,3,000900,"4,172",39.88,104.6,,,,,
Brooklyn,047,3,001100,84,41.64,2.0,,,,,
Brooklyn,047,3,001300,"2,275",72.15,31.5,,,,,
Brooklyn,047,3,001500,"3,521",75.48,46.6,,,,,
Brooklyn,047,3,001800,"2,105",589.84,3.6,,,,,
Brooklyn,047,3,002000,"1,672",38.08,43.9,,,,,
Brooklyn,047,3,002100,"3,604",122.21,29.5,,,,,
Brooklyn,047,3,002200,"4,613",83.04,55.6,,,,,
Brooklyn,047,3,002300,"4,247",44.97,94.4,,,,,
Brooklyn,047,3,002901,"3,218",25.62,125.6,,,,,
Brooklyn,047,3,003000,"1,730",27.67,62.5,,,,,
Brooklyn,047,3,003100,"2,472",71.25,34.7,,,,,
Brooklyn,047,3,003300,"2,327",40.69,57.2,,,,,
Brooklyn,047,3,003400,"3,047",116.49,26.2,,,,,
Brooklyn,047,3,003500,"1,554",32.87,47.3,,,,,
Brooklyn,047,3,003600,"3,804",30.96,122.9,,,,,
Brooklyn,047,3,003700,390,41.42,9.4,,,,,
Brooklyn,047,3,003800,"1,498",32.21,46.5,,,,,
Brooklyn,047,3,003900,"2,229",38.78,57.5,,,,,
Brooklyn,047,3,004100,"3,598",40.04,89.9,,,,,
Brooklyn,047,3,004300,"3,008",41.09,73.2,,,,,
Brooklyn,047,3,004400,"2,359",106.49,22.2,,,,,
Brooklyn,047,3,004500,"3,325",42.14,78.9,,,,,
Brooklyn,047,3,004600,"1,199",74.1,16.2,,,,,
Brooklyn,047,3,004700,"1,445",81.64,17.7,,,,,
Brooklyn,047,3,004900,"2,516",24.1,104.4,,,,,
Brooklyn,047,3,005000,"2,276",60.19,37.8,,,,,
Brooklyn,047,3,005100,"2,171",44.85,48.4,,,,,
Brooklyn,047,3,005201,"1,829",35.45,51.6,,,,,
Brooklyn,047,3,005202,"2,481",36.57,67.8,,,,,
Brooklyn,047,3,005300,"1,888",407.24,4.6,,,,,
Brooklyn,047,3,005400,"3,139",41.18,76.2,,,,,
Brooklyn,047,3,005601,"2,505",44.35,56.5,,,,,
Brooklyn,047,3,005602,"1,586",40.39,39.3,,,,,
Brooklyn,047,3,005800,"3,152",47.77,66.0,,,,,
Brooklyn,047,3,005900,"1,384",88.3,15.7,,,,,
Brooklyn,047,3,006000,"2,826",37.62,75.1,,,,,
Brooklyn,047,3,006200,"2,853",40.1,71.1,,,,,
Brooklyn,047,3,006300,"1,892",24.93,75.9,,,,,
Brooklyn,047,3,006400,"3,478",50.21,69.3,,,,,
Brooklyn,047,3,006500,"5,191",62.01,83.7,,,,,
Brooklyn,047,3,006600,"3,663",37.99,96.4,,,,,
Brooklyn,047,3,006700,"3,301",38.58,85.6,,,,,
Brooklyn,047,3,006800,"4,870",45.84,106.2,,,,,
Brooklyn,047,3,006900,"3,537",44.25,79.9,,,,,
Brooklyn,047,3,007000,"2,344",36.39,64.4,,,,,
Brooklyn,047,3,007100,"4,495",41.4,108.6,,,,,
Brooklyn,047,3,007200,"1,946",16.25,119.8,,,,,
Brooklyn,047,3,007400,"5,451",35.5,153.5,,,,,
Brooklyn,047,3,007500,"4,383",69.88,62.7,,,,,
Brooklyn,047,3,007600,"4,412",34.27,128.7,,,,,
Brooklyn,047,3,007700,"3,901",96.88,40.3,,,,,
Brooklyn,047,3,007800,"5,068",34.13,148.5,,,,,
Brooklyn,047,3,008000,"4,169",33.47,124.6,,,,,
Brooklyn,047,3,008200,"4,141",33.29,124.4,,,,,
Brooklyn,047,3,008400,"3,299",58.66,56.2,,,,,
Brooklyn,047,3,008500,"6,956",60.16,115.6,,,,,
Brooklyn,047,3,008600,0,28.06,0.0,,,,,
Brooklyn,047,3,008800,"3,207",46.79,68.5,,,,,
Brooklyn,047,3,009000,"2,994",36.69,81.6,,,,,
Brooklyn,047,3,009200,"5,388",27.98,192.6,,,,,
Brooklyn,047,3,009400,"5,805",37.32,155.5,,,,,
Brooklyn,047,3,009600,"6,126",37.25,164.5,,,,,
Brooklyn,047,3,009800,"7,024",37.31,188.3,,,,,
Brooklyn,047,3,010000,"6,737",37.31,180.6,,,,,
Brooklyn,047,3,010100,"4,093",76.49,53.5,,,,,
Brooklyn,047,3,010200,"5,622",37.67,149.2,,,,,
Brooklyn,047,3,010400,"5,908",37.64,157.0,,,,,
Brooklyn,047,3,010600,"5,851",37.3,156.9,,,,,
Brooklyn,047,3,010800,"5,280",37.31,141.5,,,,,
Brooklyn,047,3,011000,"2,441",39.06,62.5,,,,,
Brooklyn,047,3,011200,"6,436",42.33,152.0,,,,,
Brooklyn,047,3,011400,"3,976",41.46,95.9,,,,,
Brooklyn,047,3,011600,"4,816",39.6,121.6,,,,,
Brooklyn,047,3,011700,"2,364",50.06,47.2,,,,,
Brooklyn,047,3,011800,"2,253",54.17,41.6,,,,,
Brooklyn,047,3,011900,"1,530",163.52,9.4,,,,,
Brooklyn,047,3,012000,"1,268",47.68,26.6,,,,,
Brooklyn,047,3,012100,"1,619",36.59,44.2,,,,,
Brooklyn,047,3,012200,"5,339",47.28,112.9,,,,,
Brooklyn,047,3,012600,"2,652",55.96,47.4,,,,,
Brooklyn,047,3,012700,"3,507",40.37,86.9,,,,,
Brooklyn,047,3,012801,"2,117",28.41,74.5,,,,,
Brooklyn,047,3,012901,"2,159",33.83,63.8,,,,,
Brooklyn,047,3,012902,"1,964",31.4,62.5,,,,,
Brooklyn,047,3,013000,"4,792",43.6,109.9,,,,,
Brooklyn,047,3,013100,"3,828",38.64,99.1,,,,,
Brooklyn,047,3,013200,"2,239",38.23,58.6,,,,,
Brooklyn,047,3,013300,"3,730",36.7,101.6,,,,,
Brooklyn,047,3,013400,"3,907",66.28,58.9,,,,,
Brooklyn,047,3,013500,"3,596",37.53,95.8,,,,,
Brooklyn,047,3,013600,"3,927",53.35,73.6,,,,,
Brooklyn,047,3,013700,"3,057",37.67,81.2,,,,,
Brooklyn,047,3,013800,"3,168",40.17,78.9,,,,,
Brooklyn,047,3,013900,"3,481",37.39,93.1,,,,,
Brooklyn,047,3,014000,"1,826",36.19,50.5,,,,,
Brooklyn,047,3,014100,"3,017",40.89,73.8,,,,,
Brooklyn,047,3,014200,"3,223",49.79,64.7,,,,,
Brooklyn,047,3,014300,"3,487",53.66,65.0,,,,,
Brooklyn,047,3,014500,"4,179",53.99,77.4,,,,,
Brooklyn,047,3,014700,"2,084",26.71,78.0,,,,,
Brooklyn,047,3,014800,"1,209",32.98,36.7,,,,,
Brooklyn,047,3,014900,"4,976",61.08,81.5,,,,,
Brooklyn,047,3,015000,"1,574",32.99,47.7,,,,,
Brooklyn,047,3,015100,"3,578",36.9,97.0,,,,,
Brooklyn,047,3,015200,"2,309",65.95,35.0,,,,,
Brooklyn,047,3,015300,"3,041",37.18,81.8,,,,,
Brooklyn,047,3,015400,0,227.5,0.0,,,,,
Brooklyn,047,3,015500,"3,272",36.98,88.5,,,,,
Brooklyn,047,3,015700,"4,135",41.37,100.0,,,,,
Brooklyn,047,3,015900,"5,036",61.98,81.3,,,,,
Brooklyn,047,3,016000,"4,217",63.95,65.9,,,,,
Brooklyn,047,3,016100,"3,075",45.07,68.2,,,,,
